Wissen|Dokumenttyp|Urteil / Rechtsprechung
Wissen|Dokumenttyp|Verwaltungsanweisung
Wissen|Dokumenttyp|Gesetz / Verordnung
Wissen|Dokumenttyp|Gesetzesmaterialien
Wissen|Dokumenttyp|Fachaufsatz
Wissen|Dokumenttyp|Kommentar (Werk)
Wissen|Dokumenttyp|Merkblatt / Leitfaden
Wissen|Dokumenttyp|Arbeitshilfe / Checkliste
Wissen|Dokumenttyp|Präsentation
Wissen|Dokumenttyp|Vertrag / Vereinbarung
Wissen|Dokumenttyp|Internes Memo
Wissen|Dokumenttyp|Datensatz / Grounds
